id,Title,authorFirst,authorLast,Price,Avail,Cover,Condition,ImageURL,Tags,createdAt,updatedAt
422,The Last Temptation of Christ,Nikos,Kazantzakis,5,1,soft,,https://images-na.ssl-images-amazon.com/images/I/71Vj0dpZmeL.jpg,,6/2/2019 21:12,6/2/2019 21:12
423,How to be Ultra Spiritual,JP,Sears,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/91Zn8vIydaL.jpg,,6/2/2019 21:12,6/2/2019 21:12
424,Let Trump Be Trump,Corey,Lewandowski,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/819NGc2EycL.jpg,,6/2/2019 21:12,6/2/2019 21:12
425,In Tune With the Infinite,Ralph Waldo,Trine,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41DyQ439gCL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
426,Self-Reliance,Ralph Waldo,Emerson,5,1,soft,,https://www.thisisbroken.co.uk/wp-content/uploads/2018/01/0486277909.jpg,,6/2/2019 21:12,6/2/2019 21:12
427,The Magistrate,Deborah,Gomez,5,1,hard,,"https://images-na.ssl-images-amazon.com/images/I/51OLgjezLxL._SX346_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
428,The Hitchhiker's Guide to the Galaxy,Douglas,Adams,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81XSN3hA5gL.jpg,,6/2/2019 21:12,6/2/2019 21:12
429,A Clockwork Orange,Anthony,Burgess,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41Y5oe4rmlL._SX310_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
430,Ham on Rye,Charles,Bukowski,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51t-Bv2C5vL._AC_SY400_.jpg,,6/2/2019 21:12,6/2/2019 21:12
431,Stories of Your Life and Others,Ted,Chiang,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51jAxe6vEnL.jpg,,6/2/2019 21:12,6/2/2019 21:12
432,Inner Engineering,Sadhguru,,5,1,hard,,https://images-na.ssl-images-amazon.com/images/I/91QYIVSzVtL.jpg,,6/2/2019 21:12,6/2/2019 21:12
433,A Guide to the Present Moment,Noah,Elkrief,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51wBRiSLn8L._SY445_QL70_.jpg,,6/2/2019 21:12,6/2/2019 21:12
434,On Becoming a Person,Carl,Rogers,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/61fa6LeNF0L.jpg,,6/2/2019 21:12,6/2/2019 21:12
435,The Sirens of Titan,Kurt,Vonnegut,5,0,soft,,https://images.gr-assets.com/books/1371234637l/13144087.jpg,,6/2/2019 21:12,6/2/2019 21:12
436,Silk,Alessandro,Baricco,5,0,soft,,https://upload.wikimedia.org/wikipedia/en/thumb/7/71/Alessandro_baricco_silk_pb.jpg/220px-Alessandro_baricco_silk_pb.jpg,,6/2/2019 21:12,6/2/2019 21:12
437,Fire and Fury in the White House,Michael,Wolff,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51AEI3isFiL._SX327_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
438,Critical Thinking,Jennifer,Wilson,5,0,,,https://images-na.ssl-images-amazon.com/images/I/51n1NtA6hzL.jpg,,6/2/2019 21:12,6/2/2019 21:12
439,The Age of Reason Begins,William,Durant,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/51cMP6efwVL._SX344_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
440,12 Rules for Life,Jordan,Peterson,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41xrGjLlM0L._SX329_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
441,Dead Set on Living,Chris,Grosso,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51yOcH9N2wL._SX326_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
442,Starting Out w/ Python,Tony,Gaddis,5,0,soft,,https://bookstore.elgin.edu/sites/bookstore.elgin.edu/files/isbn_images/9780134543666.jpg,,6/2/2019 21:12,6/2/2019 21:12
443,Problem Solving in DS & A Using Python,Hemant,Jain,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/41iHudmHAaL._SX366_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
444,Win Bigly,Scott,Adams,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/817z2XIwaRL.jpg,,6/2/2019 21:12,6/2/2019 21:12
445,Building Java Programs,Marty,Stepp,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51%2BoARgcCJL._SX402_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
446,Astrophysics for People in a Hurry,Neil DeGrasse,Tyson,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/91w70Ax2LhL.jpg,,6/2/2019 21:12,6/2/2019 21:12
447,Sex,Susan,Michelmore,5,0,soft,,https://www.tikit.net/PAN%20Piper/MP106.jpg,,6/2/2019 21:12,6/2/2019 21:12
448,Seng-ts'an,Hsin-Hsin,Ming,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51m35VmPDfL._SX383_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
449,Change Your Thoughts - Change Your Life,Wayne,Dyer,5,1,soft,,https://images-na.ssl-images-amazon.com/images/I/51p5%2BWkqdCL.jpg,,6/2/2019 21:12,6/2/2019 21:12
450,The Kindness Approach,Nick,Yarris,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51SG72azlWL._SX326_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
451,Monsters & Madmen,Nick,Yarris,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/5171Vb6LKhL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
452,Living With a Seal,Jesse,Itzler,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51EAJroqoWL.jpg,,6/2/2019 21:12,6/2/2019 21:12
453,Can't Hurt Me,David,Goggins,5,1,hard,,https://images-na.ssl-images-amazon.com/images/I/8103-4x5J7L.jpg,,6/2/2019 21:12,6/2/2019 21:12
454,The Corner,David,Simon,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/519oK5CIoAL._SX331_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
455,Cracking the Coding Interview,Gayle,McDowell,0,1,soft,great,"https://images-na.ssl-images-amazon.com/images/I/51l5XzLln%2BL._SX348_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
456,Learning React,Alex,Banks,0,1,soft,great,"https://images-na.ssl-images-amazon.com/images/I/51FHuacxYjL._SX379_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
457,"Learning PHP, MySQL, & Javascript",Robin,Nixon,0,1,soft,great,"https://images-na.ssl-images-amazon.com/images/I/51mk%2B9J-dbL._SX379_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
458,Relationship Marketing,Regis,McKenna,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/91xwcH%2BzULL.jpg,,6/2/2019 21:12,6/2/2019 21:12
459,Insider's Guide to Passing the Washington Real Estate Exam,Rockwell,Publishing,10,0,soft,great,"https://images-na.ssl-images-amazon.com/images/I/513S2Och5yL._SX384_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
460,How to Read a Book,Mortimer,Adler,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/51crijZbWGL._SX320_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
461,The Life and Times of America's Banana King,Rich,Cohen,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81TKjmvgQBL.jpg,,6/2/2019 21:12,6/2/2019 21:12
462,How to Make Yourself Miserable,Dan,Greenburg,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/41doMUrin3L._AC_SY400_.jpg,,6/2/2019 21:12,6/2/2019 21:12
463,The Power of Mathematical Thinking,Jordan,Ellenberg,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/81HKXp4F6bL.jpg,,6/2/2019 21:12,6/2/2019 21:12
464,The Essence of Success,Anthony,Brito,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/51fu3uiqzXL.jpg,,6/2/2019 21:12,6/2/2019 21:12
465,Why We Buy,Paco,Underhill,5,0,soft,,https://images-na.ssl-images-amazon.com/images/I/71Xp7qEdVsL.jpg,,6/2/2019 21:12,6/2/2019 21:12
466,Bounce,Matthew,Syed,5,0,hard,,https://images-na.ssl-images-amazon.com/images/I/41sfU94eEqL.jpg,,6/2/2019 21:12,6/2/2019 21:12
467,The 50th Law,Robert,Greene,5,0,hard,,"https://images-na.ssl-images-amazon.com/images/I/41qMD5iI6fL._SX336_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
468,The Heart and the Fist,Eric,Greitens,5,0,soft,,"https://images-na.ssl-images-amazon.com/images/I/518LVaE%2BrKL._SX330_BO1,204,203,200_.jpg",,6/2/2019 21:12,6/2/2019 21:12
,,,,,,,,,,,
